CPP,Indicator,Type,Year,value,IndicatorFullName,FG,LineType,Improvement_Rate,High is Positive?
Shetland Islands,Attainment,Raw data,2016/17,5.70825906909024,Average Highest Attainment,1,Shetland Islands Raw data,4.733201449088309,Yes
South Ayrshire,Attainment,Raw data,2016/17,5.602699492628705,Average Highest Attainment,3,South Ayrshire Raw data,2.305009865644947,Yes
South Lanarkshire,Attainment,Raw data,2016/17,5.509528102444436,Average Highest Attainment,3,South Lanarkshire Raw data,3.7217897816858914,Yes
Stirling,Attainment,Raw data,2016/17,5.653774089590722,Average Highest Attainment,2,Stirling Raw data,4.583488311228545,Yes
West Dunbartonshire,Attainment,Raw data,2016/17,5.4184926353083585,Average Highest Attainment,4,West Dunbartonshire Raw data,0.7098397485949093,Yes
West Lothian,Attainment,Raw data,2016/17,5.528827688408543,Average Highest Attainment,3,West Lothian Raw data,1.9436488088716342,Yes
Aberdeen City,Attainment,Raw data,2017/18,5.388888364641891,Average Highest Attainment,1,Aberdeen City Raw data,4.3776041123843035,Yes
Aberdeenshire,Attainment,Raw data,2017/18,5.622683057895458,Average Highest Attainment,1,Aberdeenshire Raw data,3.6702990140104585,Yes
Angus,Attainment,Raw data,2017/18,5.49544867399277,Average Highest Attainment,2,Angus Raw data,-0.9920817616734023,Yes
Argyll and Bute,Attainment,Raw data,2017/18,5.58595842903742,Average Highest Attainment,2,Argyll and Bute Raw data,0.7339070434136286,Yes
Clackmannanshire,Attainment,Raw data,2017/18,5.230086227929437,Average Highest Attainment,3,Clackmannanshire Raw data,-2.3119648186123554,Yes
Dumfries and Galloway,Attainment,Raw data,2017/18,5.500536771070461,Average Highest Attainment,3,Dumfries and Galloway Raw data,-0.47828726394292254,Yes
Dundee City,Attainment,Raw data,2017/18,4.996853301692813,Average Highest Attainment,4,Dundee City Raw data,-7.148552327665536,Yes
East Ayrshire,Attainment,Raw data,2017/18,5.389617070975127,Average Highest Attainment,4,East Ayrshire Raw data,-0.46180904953696533,Yes
East Dunbartonshire,Attainment,Raw data,2017/18,6.004770745833441,Average Highest Attainment,1,East Dunbartonshire Raw data,2.4307531256540837,Yes
East Lothian,Attainment,Raw data,2017/18,5.543055889835098,Average Highest Attainment,2,East Lothian Raw data,1.2115904846446757,Yes
East Renfrewshire,Attainment,Raw data,2017/18,6.04380895778329,Average Highest Attainment,1,East Renfrewshire Raw data,1.1050369980313501,Yes
"Edinburgh, City of",Attainment,Raw data,2017/18,5.439690259469398,Average Highest Attainment,1,"Edinburgh, City of Raw data",2.515924040031403,Yes
Eilean Siar,Attainment,Raw data,2017/18,5.742833853743303,Average Highest Attainment,4,Eilean Siar Raw data,0.6479881317167813,Yes
Falkirk,Attainment,Raw data,2017/18,5.525321492994152,Average Highest Attainment,3,Falkirk Raw data,3.1259876809027087,Yes
Fife,Attainment,Raw data,2017/18,5.391701728511113,Average Highest Attainment,3,Fife Raw data,1.4748417146361437,Yes
Glasgow City,Attainment,Raw data,2017/18,5.358288203726384,Average Highest Attainment,4,Glasgow City Raw data,5.906616983169655,Yes
Highland,Attainment,Raw data,2017/18,5.534453206055616,Average Highest Attainment,2,Highland Raw data,0.3156198714601821,Yes
Inverclyde,Attainment,Raw data,2017/18,5.511588245052663,Average Highest Attainment,4,Inverclyde Raw data,0.9762222284877664,Yes
