"","DataZone","DataZoneName","IntZone","IntZoneName","CA","CPP","FG"
"4208","S01010749","Seaboard - 04","S02002022","Seaboard","S12000017","Highland",2
"4209","S01010750","Seaboard - 05","S02002022","Seaboard","S12000017","Highland",2
"4210","S01010751","Seaboard - 06","S02002022","Seaboard","S12000017","Highland",2
"4211","S01010752","Tain - 01","S02002023","Tain","S12000017","Highland",2
"4212","S01010753","Tain - 02","S02002023","Tain","S12000017","Highland",2
"4213","S01010754","Tain - 03","S02002023","Tain","S12000017","Highland",2
"4214","S01010755","Tain - 04","S02002023","Tain","S12000017","Highland",2
"4215","S01010756","Tain - 05","S02002023","Tain","S12000017","Highland",2
"4216","S01010757","Sutherland South - 01","S02002024","Sutherland South","S12000017","Highland",2
"4217","S01010758","Sutherland South - 02","S02002024","Sutherland South","S12000017","Highland",2
"4218","S01010759","Sutherland South - 03","S02002024","Sutherland South","S12000017","Highland",2
"4219","S01010760","Sutherland South - 04","S02002024","Sutherland South","S12000017","Highland",2
"4220","S01010761","Sutherland South - 05","S02002024","Sutherland South","S12000017","Highland",2
"4221","S01010762","Sutherland South - 06","S02002024","Sutherland South","S12000017","Highland",2
"4222","S01010763","Sutherland South - 07","S02002024","Sutherland South","S12000017","Highland",2
"4223","S01010764","Sutherland South - 08","S02002024","Sutherland South","S12000017","Highland",2
"4224","S01010765","Sutherland South - 09","S02002024","Sutherland South","S12000017","Highland",2
"4225","S01010766","Sutherland East - 01","S02002025","Sutherland East","S12000017","Highland",2
"4226","S01010767","Sutherland East - 02","S02002025","Sutherland East","S12000017","Highland",2
"4227","S01010768","Sutherland East - 03","S02002025","Sutherland East","S12000017","Highland",2
"4228","S01010769","Sutherland East - 04","S02002025","Sutherland East","S12000017","Highland",2
"4229","S01010770","Sutherland East - 05","S02002025","Sutherland East","S12000017","Highland",2
"4230","S01010771","Sutherland East - 06","S02002025","Sutherland East","S12000017","Highland",2
"4231","S01010772","Caithness South - 01","S02002026","Caithness South","S12000017","Highland",2
"4232","S01010773","Caithness South - 02","S02002026","Caithness South","S12000017","Highland",2
"4233","S01010774","Caithness South - 03","S02002026","Caithness South","S12000017","Highland",2
"4234","S01010775","Caithness South - 04","S02002026","Caithness South","S12000017","Highland",2
"4235","S01010776","Wick South - 01","S02002027","Wick South","S12000017","Highland",2
"4236","S01010777","Wick South - 02","S02002027","Wick South","S12000017","Highland",2
"4237","S01010778","Wick South - 03","S02002027","Wick South","S12000017","Highland",2
"4238","S01010779","Wick South - 04","S02002027","Wick South","S12000017","Highland",2
"4239","S01010780","Wick South - 05","S02002027","Wick South","S12000017","Highland",2
"4240","S01010781","Wick South - 06","S02002027","Wick South","S12000017","Highland",2
"4241","S01010782","Wick North - 01","S02002028","Wick North","S12000017","Highland",2
"4242","S01010783","Wick North - 02","S02002028","Wick North","S12000017","Highland",2
"4243","S01010784","Wick North - 03","S02002028","Wick North","S12000017","Highland",2
"4244","S01010785","Wick North - 04","S02002028","Wick North","S12000017","Highland",2
"4245","S01010786","Wick North - 05","S02002028","Wick North","S12000017","Highland",2
"4246","S01010787","Caithness North East - 01","S02002029","Caithness North East","S12000017","Highland",2
"4247","S01010788","Caithness North East - 02","S02002029","Caithness North East","S12000017","Highland",2
"4248","S01010789","Caithness North East - 03","S02002029","Caithness North East","S12000017","Highland",2
"4249","S01010790","Caithness North East - 04","S02002029","Caithness North East","S12000017","Highland",2
"4250","S01010791","Caithness North East - 05","S02002029","Caithness North East","S12000017","Highland",2
"4251","S01010792","Caithness North West - 01","S02002030","Caithness North West","S12000017","Highland",2
"4252","S01010793","Caithness North West - 02","S02002030","Caithness North West","S12000017","Highland",2
"4253","S01010794","Caithness North West - 03","S02002030","Caithness North West","S12000017","Highland",2
"4254","S01010795","Caithness North West - 04","S02002030","Caithness North West","S12000017","Highland",2
"4255","S01010796","Caithness North West - 05","S02002030","Caithness North West","S12000017","Highland",2
"4256","S01010797","Caithness North West - 06","S02002030","Caithness North West","S12000017","Highland",2
"4257","S01010798","Caithness North West - 07","S02002030","Caithness North West","S12000017","Highland",2
"4258","S01010799","Thurso East - 01","S02002031","Thurso East","S12000017","Highland",2
"4259","S01010800","Thurso East - 02","S02002031","Thurso East","S12000017","Highland",2
"4260","S01010801","Thurso East - 03","S02002031","Thurso East","S12000017","Highland",2
"4261","S01010802","Thurso East - 04","S02002031","Thurso East","S12000017","Highland",2
"4262","S01010803","Thurso West - 01","S02002032","Thurso West","S12000017","Highland",2
"4263","S01010804","Thurso West - 02","S02002032","Thurso West","S12000017","Highland",2
"4264","S01010805","Thurso West - 03","S02002032","Thurso West","S12000017","Highland",2
"4265","S01010806","Thurso West - 04","S02002032","Thurso West","S12000017","Highland",2
"4266","S01010807","Thurso West - 05","S02002032","Thurso West","S12000017","Highland",2
"4267","S01010808","Thurso West - 06","S02002032","Thurso West","S12000017","Highland",2
"4268","S01010809","Thurso West - 07","S02002032","Thurso West","S12000017","Highland",2
"4269","S01010810","Sutherland North and West - 01","S02002033","Sutherland North and West","S12000017","Highland",2
"4270","S01010811","Sutherland North and West - 02","S02002033","Sutherland North and West","S12000017","Highland",2
"4271","S01010812","Sutherland North and West - 03","S02002033","Sutherland North and West","S12000017","Highland",2
"4272","S01010813","Sutherland North and West - 04","S02002033","Sutherland North and West","S12000017","Highland",2
"4273","S01010814","Sutherland North and West - 05","S02002033","Sutherland North and West","S12000017","Highland",2
"4274","S01010815","Sutherland North and West - 06","S02002033","Sutherland North and West","S12000017","Highland",2
"4275","S01010816","Kilmacolm Central - 01","S02002034","Kilmacolm Central","S12000018","Inverclyde",4
"4276","S01010817","Kilmacolm Central - 02","S02002034","Kilmacolm Central","S12000018","Inverclyde",4
"4277","S01010818","Kilmacolm Central - 03","S02002034","Kilmacolm Central","S12000018","Inverclyde",4
"4278","S01010819","Kilmacolm, Quarriers, Greenock Upper East/Central - 01","S02002035","Kilmacolm, Quarriers, Greenock Upper East/Central","S12000018","Inverclyde",4
"4279","S01010820","Kilmacolm, Quarriers, Greenock Upper East/Central - 02","S02002035","Kilmacolm, Quarriers, Greenock Upper East/Central","S12000018","Inverclyde",4
"4280","S01010821","Kilmacolm, Quarriers, Greenock Upper East/Central - 03","S02002035","Kilmacolm, Quarriers, Greenock Upper East/Central","S12000018","Inverclyde",4
"4281","S01010822","Kilmacolm, Quarriers, Greenock Upper East/Central - 04","S02002035","Kilmacolm, Quarriers, Greenock Upper East/Central","S12000018","Inverclyde",4
"4282","S01010823","Kilmacolm, Quarriers, Greenock Upper East/Central - 05","S02002035","Kilmacolm, Quarriers, Greenock Upper East/Central","S12000018","Inverclyde",4
"4283","S01010824","Inverkip and Wemyss Bay - 01","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4284","S01010825","Inverkip and Wemyss Bay - 02","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4285","S01010826","Inverkip and Wemyss Bay - 03","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4286","S01010827","Inverkip and Wemyss Bay - 04","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4287","S01010828","Inverkip and Wemyss Bay - 05","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4288","S01010829","Inverkip and Wemyss Bay - 06","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4289","S01010830","Inverkip and Wemyss Bay - 07","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4290","S01010831","Inverkip and Wemyss Bay - 08","S02002036","Inverkip and Wemyss Bay","S12000018","Inverclyde",4
"4291","S01010832","West Braeside, East Inverkip and West Gourock - 01","S02002037","West Braeside, East Inverkip and West Gourock","S12000018","Inverclyde",4
"4292","S01010833","West Braeside, East Inverkip and West Gourock - 02","S02002037","West Braeside, East Inverkip and West Gourock","S12000018","Inverclyde",4
"4293","S01010834","West Braeside, East Inverkip and West Gourock - 03","S02002037","West Braeside, East Inverkip and West Gourock","S12000018","Inverclyde",4
"4294","S01010835","West Braeside, East Inverkip and West Gourock - 04","S02002037","West Braeside, East Inverkip and West Gourock","S12000018","Inverclyde",4
"4295","S01010836","Gourock Upper and West Central and Upper Larkfield - 01","S02002038","Gourock Upper and West Central and Upper Larkfield","S12000018","Inverclyde",4
"4296","S01010837","Gourock Upper and West Central and Upper Larkfield - 02","S02002038","Gourock Upper and West Central and Upper Larkfield","S12000018","Inverclyde",4
"4297","S01010838","Gourock Upper and West Central and Upper Larkfield - 03","S02002038","Gourock Upper and West Central and Upper Larkfield","S12000018","Inverclyde",4
"4298","S01010839","Gourock Upper and West Central and Upper Larkfield - 04","S02002038","Gourock Upper and West Central and Upper Larkfield","S12000018","Inverclyde",4
"4299","S01010840","Gourock Upper and West Central and Upper Larkfield - 05","S02002038","Gourock Upper and West Central and Upper Larkfield","S12000018","Inverclyde",4
"4300","S01010841","Gourock Upper and West Central and Upper Larkfield - 06","S02002038","Gourock Upper and West Central and Upper Larkfield","S12000018","Inverclyde",4
"4301","S01010842","Gourock Central, Upper East and IRH - 01","S02002039","Gourock Central, Upper East and IRH","S12000018","Inverclyde",4
"4302","S01010843","Gourock Central, Upper East and IRH - 02","S02002039","Gourock Central, Upper East and IRH","S12000018","Inverclyde",4
"4303","S01010844","Gourock Central, Upper East and IRH - 03","S02002039","Gourock Central, Upper East and IRH","S12000018","Inverclyde",4
"4304","S01010845","Gourock Central, Upper East and IRH - 04","S02002039","Gourock Central, Upper East and IRH","S12000018","Inverclyde",4
"4305","S01010846","Gourock Central, Upper East and IRH - 05","S02002039","Gourock Central, Upper East and IRH","S12000018","Inverclyde",4
"4306","S01010847","Gourock Central, Upper East and IRH - 06","S02002039","Gourock Central, Upper East and IRH","S12000018","Inverclyde",4
"4307","S01010848","Braeside, Branchton, Lower Larkfield and Ravenscraig - 01","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4308","S01010849","Braeside, Branchton, Lower Larkfield and Ravenscraig - 02","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4309","S01010850","Braeside, Branchton, Lower Larkfield and Ravenscraig - 03","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4310","S01010851","Braeside, Branchton, Lower Larkfield and Ravenscraig - 04","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4311","S01010852","Braeside, Branchton, Lower Larkfield and Ravenscraig - 05","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4312","S01010853","Braeside, Branchton, Lower Larkfield and Ravenscraig - 06","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4313","S01010854","Braeside, Branchton, Lower Larkfield and Ravenscraig - 07","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4314","S01010855","Braeside, Branchton, Lower Larkfield and Ravenscraig - 08","S02002040","Braeside, Branchton, Lower Larkfield and Ravenscraig","S12000018","Inverclyde",4
"4315","S01010856","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 01","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","S12000018","Inverclyde",4
"4316","S01010857","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 02","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","S12000018","Inverclyde",4
"4317","S01010858","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 03","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","S12000018","Inverclyde",4
"4318","S01010859","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 04","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","S12000018","Inverclyde",4
"4319","S01010860","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 05","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","S12000018","Inverclyde",4
"4320","S01010861","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 06","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","S12000018","Inverclyde",4
"4321","S01010862","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 07","S02002041","Lower Bow and Larkfield, Fancy Farm, Mallard Bowl","S12000018","Inverclyde",4
"4322","S01010863","Gourock East, Greenock West and Lyle Road - 01","S02002042","Gourock East, Greenock West and Lyle Road","S12000018","Inverclyde",4
"4323","S01010864","Gourock East, Greenock West and Lyle Road - 02","S02002042","Gourock East, Greenock West and Lyle Road","S12000018","Inverclyde",4
