DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName
S01008311,"Dunterlie, East Arthurlie and Dovecothall - 03",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008312,"Dunterlie, East Arthurlie and Dovecothall - 04",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008313,"Dunterlie, East Arthurlie and Dovecothall - 05",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008314,"Dunterlie, East Arthurlie and Dovecothall - 06",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008315,"Dunterlie, East Arthurlie and Dovecothall - 07",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008316,"Dunterlie, East Arthurlie and Dovecothall - 08",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008317,"Dunterlie, East Arthurlie and Dovecothall - 09",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008318,Arthurlie and Gateside - 01,S02001559,Arthurlie and Gateside,S12000011,East Renfrewshire
S01008319,Arthurlie and Gateside - 02,S02001559,Arthurlie and Gateside,S12000011,East Renfrewshire
S01008320,Arthurlie and Gateside - 03,S02001559,Arthurlie and Gateside,S12000011,East Renfrewshire
S01008321,Arthurlie and Gateside - 04,S02001559,Arthurlie and Gateside,S12000011,East Renfrewshire
S01008322,Arthurlie and Gateside - 05,S02001559,Arthurlie and Gateside,S12000011,East Renfrewshire
S01008323,Auchenback - 01,S02001560,Auchenback,S12000011,East Renfrewshire
S01008324,Auchenback - 02,S02001560,Auchenback,S12000011,East Renfrewshire
S01008325,Auchenback - 03,S02001560,Auchenback,S12000011,East Renfrewshire
S01008326,Auchenback - 04,S02001560,Auchenback,S12000011,East Renfrewshire
S01008327,Auchenback - 05,S02001560,Auchenback,S12000011,East Renfrewshire
S01008328,Crookfur and Fruin - 01,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire
S01008329,Crookfur and Fruin - 02,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire
S01008330,Crookfur and Fruin - 03,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire
S01008331,Crookfur and Fruin - 04,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire
S01008332,Crookfur and Fruin - 05,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire
S01008333,Crookfur and Fruin - 06,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire
S01008334,Crookfur and Fruin - 07,S02001561,Crookfur and Fruin,S12000011,East Renfrewshire
S01008335,"Mearns Village, Westacres and Greenfarm - 01",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008336,"Mearns Village, Westacres and Greenfarm - 02",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008337,"Mearns Village, Westacres and Greenfarm - 03",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008338,"Mearns Village, Westacres and Greenfarm - 04",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008339,"Mearns Village, Westacres and Greenfarm - 05",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008340,"Mearns Village, Westacres and Greenfarm - 06",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008341,"Mearns Village, Westacres and Greenfarm - 07",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008342,"Mearns Village, Westacres and Greenfarm - 08",S02001562,"Mearns Village, Westacres and Greenfarm",S12000011,East Renfrewshire
S01008343,Whitecraigs and Broom - 01,S02001563,Whitecraigs and Broom,S12000011,East Renfrewshire
S01008344,Whitecraigs and Broom - 02,S02001563,Whitecraigs and Broom,S12000011,East Renfrewshire
S01008345,Whitecraigs and Broom - 03,S02001563,Whitecraigs and Broom,S12000011,East Renfrewshire
S01008346,Whitecraigs and Broom - 04,S02001563,Whitecraigs and Broom,S12000011,East Renfrewshire
S01008347,Mearnskirk and South Kirkhill - 01,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008348,Mearnskirk and South Kirkhill - 02,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008349,Mearnskirk and South Kirkhill - 03,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008350,Mearnskirk and South Kirkhill - 04,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008351,Mearnskirk and South Kirkhill - 05,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008352,Mearnskirk and South Kirkhill - 06,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008353,Mearnskirk and South Kirkhill - 07,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008354,Mearnskirk and South Kirkhill - 08,S02001564,Mearnskirk and South Kirkhill,S12000011,East Renfrewshire
S01008355,Eaglesham and Waterfoot - 01,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire
S01008356,Eaglesham and Waterfoot - 02,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire
S01008357,Eaglesham and Waterfoot - 03,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire
S01008358,Eaglesham and Waterfoot - 04,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire
S01008359,Eaglesham and Waterfoot - 05,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire
S01008360,Eaglesham and Waterfoot - 06,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire
S01008361,Eaglesham and Waterfoot - 07,S02001565,Eaglesham and Waterfoot,S12000011,East Renfrewshire
S01008362,North Kirkhill - 01,S02001566,North Kirkhill,S12000011,East Renfrewshire
S01008363,North Kirkhill - 02,S02001566,North Kirkhill,S12000011,East Renfrewshire
S01008364,North Kirkhill - 03,S02001566,North Kirkhill,S12000011,East Renfrewshire
S01008365,North Kirkhill - 04,S02001566,North Kirkhill,S12000011,East Renfrewshire
S01008366,Busby - 01,S02001567,Busby,S12000011,East Renfrewshire
S01008367,Busby - 02,S02001567,Busby,S12000011,East Renfrewshire
S01008368,Busby - 03,S02001567,Busby,S12000011,East Renfrewshire
S01008369,Busby - 04,S02001567,Busby,S12000011,East Renfrewshire
S01008370,Busby - 05,S02001567,Busby,S12000011,East Renfrewshire
S01008371,Clarkston and Sheddens - 01,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008372,Clarkston and Sheddens - 02,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008373,Clarkston and Sheddens - 03,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008374,Clarkston and Sheddens - 04,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008375,Clarkston and Sheddens - 05,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008376,Clarkston and Sheddens - 06,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008377,Clarkston and Sheddens - 07,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008378,Clarkston and Sheddens - 08,S02001568,Clarkston and Sheddens,S12000011,East Renfrewshire
S01008379,Williamwood - 01,S02001569,Williamwood,S12000011,East Renfrewshire
S01008380,Williamwood - 02,S02001569,Williamwood,S12000011,East Renfrewshire
S01008381,Williamwood - 03,S02001569,Williamwood,S12000011,East Renfrewshire
S01008382,Williamwood - 04,S02001569,Williamwood,S12000011,East Renfrewshire
S01008383,Williamwood - 05,S02001569,Williamwood,S12000011,East Renfrewshire
S01008384,Stamperland - 01,S02001570,Stamperland,S12000011,East Renfrewshire
S01008385,Stamperland - 02,S02001570,Stamperland,S12000011,East Renfrewshire
S01008386,Stamperland - 03,S02001570,Stamperland,S12000011,East Renfrewshire
S01008387,Stamperland - 04,S02001570,Stamperland,S12000011,East Renfrewshire
S01008388,Stamperland - 05,S02001570,Stamperland,S12000011,East Renfrewshire
S01008389,Netherlee - 01,S02001571,Netherlee,S12000011,East Renfrewshire
S01008390,Netherlee - 02,S02001571,Netherlee,S12000011,East Renfrewshire
S01008391,Netherlee - 03,S02001571,Netherlee,S12000011,East Renfrewshire
S01008392,Netherlee - 04,S02001571,Netherlee,S12000011,East Renfrewshire
S01008393,Netherlee - 05,S02001571,Netherlee,S12000011,East Renfrewshire
S01008394,Netherlee - 06,S02001571,Netherlee,S12000011,East Renfrewshire
S01008395,Merrylee and Braidbar - 01,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire
S01008396,Merrylee and Braidbar - 02,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire
S01008397,Merrylee and Braidbar - 03,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire
S01008398,Merrylee and Braidbar - 04,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire
S01008399,Merrylee and Braidbar - 05,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire
S01008400,Merrylee and Braidbar - 06,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire
S01008401,Merrylee and Braidbar - 07,S02001572,Merrylee and Braidbar,S12000011,East Renfrewshire
S01008402,Lower Whitecraigs and South Giffnock - 01,S02001573,Lower Whitecraigs and South Giffnock,S12000011,East Renfrewshire
S01008403,Lower Whitecraigs and South Giffnock - 02,S02001573,Lower Whitecraigs and South Giffnock,S12000011,East Renfrewshire
S01008404,Lower Whitecraigs and South Giffnock - 03,S02001573,Lower Whitecraigs and South Giffnock,S12000011,East Renfrewshire
S01008405,Lower Whitecraigs and South Giffnock - 04,S02001573,Lower Whitecraigs and South Giffnock,S12000011,East Renfrewshire
S01008406,North Giffnock and North Thornliebank - 01,S02001574,North Giffnock and North Thornliebank,S12000011,East Renfrewshire
S01008407,North Giffnock and North Thornliebank - 02,S02001574,North Giffnock and North Thornliebank,S12000011,East Renfrewshire
S01008408,North Giffnock and North Thornliebank - 03,S02001574,North Giffnock and North Thornliebank,S12000011,East Renfrewshire
S01008409,North Giffnock and North Thornliebank - 04,S02001574,North Giffnock and North Thornliebank,S12000011,East Renfrewshire
S01008410,North Giffnock and North Thornliebank - 05,S02001574,North Giffnock and North Thornliebank,S12000011,East Renfrewshire
S01008411,South Thornliebank and Woodfarm - 01,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire
S01008412,South Thornliebank and Woodfarm - 02,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire
S01008413,South Thornliebank and Woodfarm - 03,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire
S01008414,South Thornliebank and Woodfarm - 04,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire
S01008415,South Thornliebank and Woodfarm - 05,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire
S01008416,South Thornliebank and Woodfarm - 06,S02001575,South Thornliebank and Woodfarm,S12000011,East Renfrewshire
S01009050,Dunipace - 01,S02001696,Dunipace,S12000014,Falkirk
S01009051,Dunipace - 02,S02001696,Dunipace,S12000014,Falkirk
S01009052,Dunipace - 03,S02001696,Dunipace,S12000014,Falkirk
S01009053,Dunipace - 04,S02001696,Dunipace,S12000014,Falkirk
S01009054,Dunipace - 05,S02001696,Dunipace,S12000014,Falkirk
S01009055,"Fankerton, Stoneywood and Denny Town - 01",S02001697,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk
S01009056,"Fankerton, Stoneywood and Denny Town - 02",S02001697,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk
S01009057,"Fankerton, Stoneywood and Denny Town - 03",S02001697,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk
S01009058,"Fankerton, Stoneywood and Denny Town - 04",S02001697,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk
S01009059,"Fankerton, Stoneywood and Denny Town - 05",S02001697,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk
S01009060,"Fankerton, Stoneywood and Denny Town - 06",S02001697,"Fankerton, Stoneywood and Denny Town",S12000014,Falkirk
S01009061,Denny - Nethermains - 01,S02001698,Denny - Nethermains,S12000014,Falkirk
S01009062,Denny - Nethermains - 02,S02001698,Denny - Nethermains,S12000014,Falkirk
S01009063,Denny - Nethermains - 03,S02001698,Denny - Nethermains,S12000014,Falkirk
S01009064,Denny - Nethermains - 04,S02001698,Denny - Nethermains,S12000014,Falkirk
S01009065,Denny - Nethermains - 05,S02001698,Denny - Nethermains,S12000014,Falkirk
S01009066,Denny - Nethermains - 06,S02001698,Denny - Nethermains,S12000014,Falkirk
S01009067,Head of Muir and Dennyloanhead - 01,S02001699,Head of Muir and Dennyloanhead,S12000014,Falkirk
S01009068,Head of Muir and Dennyloanhead - 02,S02001699,Head of Muir and Dennyloanhead,S12000014,Falkirk
S01009069,Head of Muir and Dennyloanhead - 03,S02001699,Head of Muir and Dennyloanhead,S12000014,Falkirk
S01009070,Head of Muir and Dennyloanhead - 04,S02001699,Head of Muir and Dennyloanhead,S12000014,Falkirk
S01009071,"Banknock, Haggs and Longcroft - 01",S02001700,"Banknock, Haggs and Longcroft",S12000014,Falkirk
S01009072,"Banknock, Haggs and Longcroft - 02",S02001700,"Banknock, Haggs and Longcroft",S12000014,Falkirk
S01009073,"Banknock, Haggs and Longcroft - 03",S02001700,"Banknock, Haggs and Longcroft",S12000014,Falkirk
S01009074,"Banknock, Haggs and Longcroft - 04",S02001700,"Banknock, Haggs and Longcroft",S12000014,Falkirk
S01009075,"Banknock, Haggs and Longcroft - 05",S02001700,"Banknock, Haggs and Longcroft",S12000014,Falkirk
S01009076,"Banknock, Haggs and Longcroft - 06",S02001700,"Banknock, Haggs and Longcroft",S12000014,Falkirk
S01009077,Bonnybridge - 01,S02001701,Bonnybridge,S12000014,Falkirk
S01009078,Bonnybridge - 02,S02001701,Bonnybridge,S12000014,Falkirk
S01009079,Bonnybridge - 03,S02001701,Bonnybridge,S12000014,Falkirk
S01009080,Bonnybridge - 04,S02001701,Bonnybridge,S12000014,Falkirk
S01009081,Bonnybridge - 05,S02001701,Bonnybridge,S12000014,Falkirk
S01009082,Bonnybridge - 06,S02001701,Bonnybridge,S12000014,Falkirk
S01009083,High Bonnybridge and Greenhill - 01,S02001702,High Bonnybridge and Greenhill,S12000014,Falkirk
S01009084,High Bonnybridge and Greenhill - 02,S02001702,High Bonnybridge and Greenhill,S12000014,Falkirk
S01009085,High Bonnybridge and Greenhill - 03,S02001702,High Bonnybridge and Greenhill,S12000014,Falkirk
S01009086,High Bonnybridge and Greenhill - 04,S02001702,High Bonnybridge and Greenhill,S12000014,Falkirk
S01009087,High Bonnybridge and Greenhill - 05,S02001702,High Bonnybridge and Greenhill,S12000014,Falkirk
S01009088,Larbert - North Broomage and Inches - 01,S02001703,Larbert - North Broomage and Inches,S12000014,Falkirk
S01009089,Larbert - North Broomage and Inches - 02,S02001703,Larbert - North Broomage and Inches,S12000014,Falkirk
S01009090,Larbert - North Broomage and Inches - 03,S02001703,Larbert - North Broomage and Inches,S12000014,Falkirk
S01009091,Larbert - North Broomage and Inches - 04,S02001703,Larbert - North Broomage and Inches,S12000014,Falkirk
S01009092,Larbert - North Broomage and Inches - 05,S02001703,Larbert - North Broomage and Inches,S12000014,Falkirk
S01009093,Larbert - North Broomage and Inches - 06,S02001703,Larbert - North Broomage and Inches,S12000014,Falkirk
S01009094,Larbert - South Broomage and Village - 01,S02001704,Larbert - South Broomage and Village,S12000014,Falkirk
S01009095,Larbert - South Broomage and Village - 02,S02001704,Larbert - South Broomage and Village,S12000014,Falkirk
S01009096,Larbert - South Broomage and Village - 03,S02001704,Larbert - South Broomage and Village,S12000014,Falkirk
S01009097,Larbert - South Broomage and Village - 04,S02001704,Larbert - South Broomage and Village,S12000014,Falkirk
S01009098,Larbert - South Broomage and Village - 05,S02001704,Larbert - South Broomage and Village,S12000014,Falkirk
S01009099,Stenhousemuir West - 01,S02001705,Stenhousemuir West,S12000014,Falkirk
S01009100,Stenhousemuir West - 02,S02001705,Stenhousemuir West,S12000014,Falkirk
S01009101,Stenhousemuir West - 03,S02001705,Stenhousemuir West,S12000014,Falkirk
S01009102,Stenhousemuir West - 04,S02001705,Stenhousemuir West,S12000014,Falkirk
S01009103,Stenhousemuir East - 01,S02001706,Stenhousemuir East,S12000014,Falkirk
S01009104,Stenhousemuir East - 02,S02001706,Stenhousemuir East,S12000014,Falkirk
S01009105,Stenhousemuir East - 03,S02001706,Stenhousemuir East,S12000014,Falkirk
S01009106,Stenhousemuir East - 04,S02001706,Stenhousemuir East,S12000014,Falkirk
S01009107,Stenhousemuir East - 05,S02001706,Stenhousemuir East,S12000014,Falkirk
S01009108,Stenhousemuir - Antonshill - 01,S02001707,Stenhousemuir - Antonshill,S12000014,Falkirk
S01009109,Stenhousemuir - Antonshill - 02,S02001707,Stenhousemuir - Antonshill,S12000014,Falkirk
S01009110,Stenhousemuir - Antonshill - 03,S02001707,Stenhousemuir - Antonshill,S12000014,Falkirk
S01009111,Stenhousemuir - Antonshill - 04,S02001707,Stenhousemuir - Antonshill,S12000014,Falkirk
S01009112,Stenhousemuir - Antonshill - 05,S02001707,Stenhousemuir - Antonshill,S12000014,Falkirk
S01009113,Carron - 01,S02001708,Carron,S12000014,Falkirk
S01009114,Carron - 02,S02001708,Carron,S12000014,Falkirk
S01009115,Carron - 03,S02001708,Carron,S12000014,Falkirk
S01009116,Carron - 04,S02001708,Carron,S12000014,Falkirk
S01009117,Carronshore - 01,S02001709,Carronshore,S12000014,Falkirk
S01009118,Carronshore - 02,S02001709,Carronshore,S12000014,Falkirk
S01009119,Carronshore - 03,S02001709,Carronshore,S12000014,Falkirk
S01009120,Carronshore - 04,S02001709,Carronshore,S12000014,Falkirk
